SUBE_KODU;SUBE_KODU_org;SUBE_ADI;BOLGE;IL_KODU;IL_ADI;SUBE_AKTIF_KOD;ILCE_KODU;ILCE_ISMI;SUBE_ADRES;KAPANIS_TARIHI;ACILIS_TAR
4040;1565;ADNAN MENDERES HAVA LİMANI;EGE                 ;35;İZMİR                                             ;A;3526;GAZİEMİR;Adnan Menderes Havalimanı Dış Hatlar Terminali Kara Tarafı Mahalli AL 1320-1349;NULL;2013-07-15 00:00:00.000
4050;2435;BİRECİK;GÜNEYDOĞU ANADOLU   ;63;ŞANLIURFA                                         ;A;6302;BİRECİK;Merkez Mah. Yusuf Kemal Yaşar Cad. No:65/B Birecik/Şanlıurfa;NULL;2015-06-04 00:00:00.000
4060;2815;ÇUBUK;BAŞKENT-2           ;6;ANKARA                                            ;A;610;ÇUBUK;Yavuz Selim Mah. Hükümet Cad. (1. Kısım) No:5/A Çubuk/Ankara;NULL;2016-12-19 00:00:00.000
4070;4070;BAYRAMPAŞA TİCARİ MERKEZ;AVRUPA-2            ;34;İSTANBUL                                          ;P;3425;BAYRAMPAŞA;Topçular Mah. Numunebağ Cad. No:70/5 K:1 Bayrampaşa / İstanbul;12.07.2017 00:00;2007-06-11 00:00:00.000
4080;4080;BAHÇEKAPI TİCARİ MERKEZ;TİCARİ              ;34;İSTANBUL                                          ;P;3413;ŞİŞLİ;Büyükdere Caddesi No:141 K:4 Esentepe-Şişli/İstanbul;22.09.2020 00:00;2007-04-02 00:00:00.000
4090;1450;AKSU;AKDENİZ             ;7;ANTALYA                                           ;A;717;AKSU;Macun Mahallesi İsmail Ogan Caddesi No:21A Aksu/Antalya;NULL;2009-06-17 00:00:00.000
4100;4480;KEMALPAŞA;EGE                 ;35;İZMİR                                             ;A;3510;KEMALPAŞA;Sekiz Eylül Mahallesi İzmir Caddesi No:22/A Kemalpaşa/İzmir;NULL;2007-12-11 00:00:00.000
4110;1480;BEYPAZARI;BAŞKENT-2           ;6;ANKARA                                            ;A;608;BEYPAZARI;Milli Egemenlik Cad. No:52 Beypazarı / Ankara;NULL;2009-07-14 00:00:00.000
4120;4120;YILDIZ TİCARİ MERKEZ;BAŞKENT-1           ;6;ANKARA                                            ;P;602;ÇANKAYA;Turan Güneş Bulvarı No:60/A Kat:1 Çankaya/Ankara;19.07.2017 00:00;2007-06-08 00:00:00.000
4130;4290;ULUYOL;MARMARA             ;16;BURSA                                             ;A;1614;OSMANGAZİ;Sakarya Mah. Kıbrıs Şehitleri Cad. No:57/3 Osmangazi  / BURSA;NULL;2007-08-01 00:00:00.000
4140;3445;BOZKURT;AKDENİZ             ;20;DENİZLİ                                           ;A;2019;BOZKURT;Hamdiye Mah. Atatürk Bul. No: 114 / 13 Bozkurt/Denizli;NULL;2018-07-23 00:00:00.000
4150;9701;PINARBAŞI BÜYÜK İŞLETMELER;EGE                 ;35;İZMİR                                             ;A;3501;BORNOVA;Kemalpaşa Mah. 7410 Sok. No:35  5. Sanayi Sitesi  Pınarbaşı  Bornova/İzmir;NULL;1998-07-06 00:00:00.000
4160;4420;CEYHAN;ÇUKUROVA            ;1;ADANA                                             ;A;102;CEYHAN;Konakoğlu Mah. Atatürk Cad. No:206   Ceyhan / Adana;NULL;2007-12-03 00:00:00.000
4170;1280;KÖŞK;EGE                 ;9;AYDIN                                             ;A;915;KÖŞK;Çarşı Mahallesi Başçayır Caddesi No:32/Z1 Köşk/Aydın;NULL;2008-12-23 00:00:00.000
4190;5350;TUZLA;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3432;TUZLA;Cami Mah. Mimar Sinan Cad. No: 46 / B Tuzla / İstanbul;NULL;2010-10-27 00:00:00.000
4200;1380;KINIKOVA;AKDENİZ             ;7;ANTALYA                                           ;A;707;KAŞ;Ova Mahallesi Atatürk Bulvarı No:89/B Kaş/Antalya;NULL;2008-12-24 00:00:00.000
4210;1290;KARATAŞ;ÇUKUROVA            ;1;ADANA                                             ;A;107;KARATAŞ;Yeni Mahalle Atatürk Caddesi No:26D Karataş / Adana;NULL;2008-12-19 00:00:00.000
4220;2795;GÖLHİSAR;AKDENİZ             ;15;BURDUR                                            ;A;1503;GÖLHİSAR;Çeşme Mah. Cumhuriyet Cad. No: 34/13-14 Gölhisar/Burdur;NULL;2016-12-13 00:00:00.000
4230;1055;AKÇAKOCA;MARMARA             ;81;DÜZCE                                             ;A;8101;AKÇAKOCA;Yalı Mah. İstanbul Cad. No:7   Akçakoca / Düzce;NULL;2011-12-15 00:00:00.000
4240;2750;ANTALYA - YENİ HAL;AKDENİZ             ;7;ANTALYA                                           ;A;716;KEPEZ;Güneş Mahallesi Altınova Bulvarı Toptancı Hali No:5/3 Kepez/Antalya;NULL;2003-01-22 00:00:00.000
4250;4250;RUMELİ CADDESİ;AVRUPA-1            ;34;İSTANBUL                                          ;P;3413;ŞİŞLİ;RUMELİ CADDESİ. No:49   ŞİŞLİ / İSTANBUL;30.05.2018 00:00;2007-10-17 00:00:00.000
4260;1920;ATAŞEHİR;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3435;ATAŞEHİR;Atatürk Mah. Atatürk Bulvarı ATA2/ATSH Sit. No:4/42 Ataşehir/İstanbul;NULL;2009-11-15 00:00:00.000
4270;2020;SİLOPİ;GÜNEYDOĞU ANADOLU   ;73;ŞIRNAK                                            ;A;7306;SİLOPİ;Dicle Mahallesi İpekyolu Caddesi No:81/A-B Silopi/Şırnak;NULL;2001-12-28 00:00:00.000
4280;3290;İSTOÇ;AVRUPA-2            ;34;İSTANBUL                                          ;A;3427;BAĞCILAR;İSTOÇ 12.ADA NO:10 MAHMUTBEY BAĞCILAR/İSTANBUL;NULL;2005-06-17 00:00:00.000
4290;3620;KEÇİÖREN;BAŞKENT-2           ;6;ANKARA                                            ;A;603;KEÇİÖREN;Nuri Pamir Cad. No:8/13 Gazino/Keçiören/ANKARA;NULL;2005-12-15 00:00:00.000
4300;5280;MANİSA SANAYİ BÜYÜK İŞLETMELER;EGE                 ;45;MANİSA                                            ;A;4500;MANİSA;75.Yıl Mahallesi Bahri Sarıtepe Caddesi No:51/A Yunusemre/Manisa;NULL;2010-11-04 00:00:00.000
4320;4820;YALVAÇ;AKDENİZ             ;32;ISPARTA                                           ;A;3209;YALVAÇ;Leblebiciler Mahallesi Hastane Caddesi No:32 D/0 Yalvaç/Isparta;NULL;2008-05-20 00:00:00.000
4330;4050;ÇALLI;AKDENİZ             ;7;ANTALYA                                           ;A;716;KEPEZ;Ulus Mah. Namık Kemal Bulvarı Çevik Palas No:8/2 Kepez/Antalya;NULL;2007-06-08 00:00:00.000
4340;9140;GEBZE BÜYÜK İŞLETMELER;İSTANBUL ANADOLU    ;41;KOCAELİ                                           ;A;4109;DARICA;İnönü Mh.Gebze Plastikçiler OSB Mh. Atatürk Blv. GEPOSB Blk.No:1 Gebze\ Kocaeli;NULL;2011-11-29 00:00:00.000
4350;5020;ŞARKÖY;TRAKYA              ;59;TEKİRDAĞ                                          ;A;5907;ŞARKÖY;Cumhuriyet Mahallesi Atatürk Caddesi No:25/A Şarköy/Tekirdağ;NULL;2009-12-17 00:00:00.000
4360;3790;YALOVA;MARMARA             ;77;YALOVA                                            ;A;7700;YALOVA;Süleyman Bey Mahallesi İstanbul Caddesi No:3 Merkez/Yalova;NULL;2006-12-06 00:00:00.000
4370;2620;AKHİSAR;EGE                 ;45;MANİSA                                            ;A;4501;AKHİSAR;Paşa Mahallesi 19.(Mustafa Abut) Caddesi No:80/1A Akhisar/Manisa;NULL;2002-12-27 00:00:00.000
4380;5830;DENİZCİLİK TİCARİ MERKEZ;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3432;TUZLA;Aydıntepe Mh.Sahil Blv.Denizciler Tic.Merk no:126 İçkapı no 35 Tuzla/İstanbul;NULL;2011-06-14 00:00:00.000
4390;9080;KANDIRA;MARMARA             ;41;KOCAELİ                                           ;A;4103;KANDIRA;Çarşı Mah. Cumhuriyet Cad. No:6 Kandıra / Kocaeli;NULL;2011-11-28 00:00:00.000
4400;2875;YILDIZ BÜYÜK İŞLETMELER;BAŞKENT-1           ;6;ANKARA                                            ;A;602;ÇANKAYA;Hilal Mahallesi Turan Güneş Bulvarı No:60/A Çankaya/Ankara;NULL;2016-10-25 00:00:00.000
4410;4410;GÜLTEPE;AVRUPA-1            ;34;İSTANBUL                                          ;P;3424;KAĞITHANE;Gültepe Ortabayır Mah.Talatpaşa Cad. No:31 Kağıthane/İstanbul;21.12.2018 00:00;2007-10-17 00:00:00.000
4420;9470;BURSA HEYKEL;MARMARA             ;16;BURSA                                             ;A;1614;OSMANGAZİ;ATATÜRK CD NO 85 HEYKEL OSMANGAZİ BURSA;NULL;2000-11-07 00:00:00.000
4430;3395;KINIK;EGE                 ;35;İZMİR                                             ;A;3511;KINIK;Türkcedit Mahallesi Ecz. Muammer Kaya Caddesi No:32/7 Kınık/İzmir;NULL;2018-06-18 00:00:00.000
4440;5730;ZAFER MEYDANI;BAŞKENT-2           ;42;KONYA                                             ;A;4226;SELÇUKLU;İhsaniye Mah. Derviş Hilmi Sk. No:3A/1 Selçuklu/Konya;NULL;2011-04-11 00:00:00.000
4450;2630;ALAŞEHİR;EGE                 ;45;MANİSA                                            ;A;4502;ALAŞEHİR;Sekine Evren Cad. No:29/1 Alaşehir/ Manisa;NULL;2002-12-27 00:00:00.000
4460;3980;ADANA TİCARİ MERKEZ;ÇUKUROVA            ;1;ADANA                                             ;A;116;SEYHAN;Rşatby Mh Atatrk Cd Mimar Semih Rüstm İş Mr B Blk N:18/1 İç K N:101 Seyhan/Adana;NULL;2007-05-07 00:00:00.000
4470;9570;SEFAKÖY;AVRUPA-2            ;34;İSTANBUL                                          ;A;3421;KÜÇÜKÇEKMECE;HALKALI CAD NO:122 SEFAKÖY/İST;NULL;2002-01-03 00:00:00.000
4480;3450;GAP;GÜNEYDOĞU ANADOLU   ;63;ŞANLIURFA                                         ;A;6300;ŞANLIURFA;Eyüpkent Mahallesi Akçakale Caddesi No:472/18 Eyyübiye/Şanlıurfa;NULL;2005-09-27 00:00:00.000
4490;4840;YEDİTEPE BÜYÜK İŞLETMELER;AVRUPA-1            ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;Esentepe Mahallesi Büyükdere Caddesi No:141/10  Şişli / İstanbul;NULL;2008-07-01 00:00:00.000
4510;3820;BEYAZIT;AVRUPA-1            ;34;İSTANBUL                                          ;A;3408;FATİH;YENİÇERİLER CAD.N:49 BEYAZIT EMİNÖNÜ/İSTANBUL;NULL;2006-11-16 00:00:00.000
4520;4520;ÜST BOSTANCI;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;P;3410;KADIKÖY;İbrahimağa Sok. No:7 K:Bodrum-Giriş-1 Üst Bostancı İstanbul;18.12.2017 00:00;2008-07-10 00:00:00.000
4530;9880;ESKİŞEHİR;BAŞKENT-2           ;26;ESKİŞEHİR                                         ;A;2614;TEPEBAŞI;Cumhuriye Mah. Cengiz Topel Cad. No:8 ESKİŞEHİR;NULL;2001-12-26 00:00:00.000
4540;2345;ÇANAKKALE BARBAROS;TRAKYA              ;17;ÇANAKKALE                                         ;A;1700;ÇANAKKALE;Barbaros Mah. Atatürk Cad. No:194/1 Çanakkale;NULL;2014-12-26 00:00:00.000
4550;4550;EDİRNE TİCARET BORSASI;AVRUPA-3            ;22;EDİRNE                                            ;P;2200;EDİRNE;Edirne Ticaret Borsası Büyükdöllük Köyü Yolu üzeri 2. Blok No:3 Edirne;01.07.2010 00:00;2007-12-26 00:00:00.000
4560;4560;KÜÇÜKESAT;BAŞKENT-1           ;6;ANKARA                                            ;P;602;ÇANKAYA;Esat Cad.No:101/A Küçükesat/Ankara;20.12.2016 00:00;2008-02-27 00:00:00.000
4570;2260;TOPÇULAR;AVRUPA-1            ;34;İSTANBUL                                          ;A;3407;EYÜP;Topçular Mahallesi Rami Kışla Caddesi No:25A Eyüpsultan/İstanbul;NULL;2002-02-06 00:00:00.000
4580;4580;KURTULUŞ;AVRUPA-1            ;34;İSTANBUL                                          ;P;3413;ŞİŞLİ;Kurtuluş Cad. No:120/A   Kurtuluş / Şişli / İstanbul;18.08.2015 00:00;2008-01-23 00:00:00.000
4590;4590;ATAKÖY 5. KISIM;AVRUPA-3            ;34;İSTANBUL                                          ;P;3402;BAKIRKÖY;Ataköy 5.Kısım Güney Çarşısı No:47-48   Ataköy / İstanbul;25.12.2015 00:00;2008-02-28 00:00:00.000
4600;5940;LEVENT BÜYÜKDERE CADDESİ;AVRUPA-1            ;34;İSTANBUL                                          ;A;3403;BEŞİKTAŞ;Levent Mah. Büyükdere Cad. No:152 Beşiktaş/İstanbul;NULL;2011-06-14 00:00:00.000
4610;4200;KEŞAN;TRAKYA              ;22;EDİRNE                                            ;A;2204;KEŞAN;Yukarı Zaferiye Mahallesi Rasim Ergene Cad. No:1a-a/1 Keşan / Edirne;NULL;2007-06-25 00:00:00.000
4630;9670;ELAZIĞ;GÜNEYDOĞU ANADOLU   ;23;ELAZIĞ                                            ;A;2300;ELAZIĞ;İzzetpaşa Mahallesi Gazi Caddesi No:2 BC/1 Merkez/Elazığ;NULL;2002-01-02 00:00:00.000
4640;5450;VAKFIKEBİR;KARADENİZ           ;61;TRABZON                                           ;A;6109;VAKFIKEBİR;14 Şubat Kurtuluş Cad. No:37 Vakfıkebir/Trabzon;NULL;2010-12-02 00:00:00.000
4650;4650;TERAZİDERE;AVRUPA-2            ;34;İSTANBUL                                          ;P;3425;BAYRAMPAŞA;Terazidere Mahallesi 29 Ekim Caddesi No:34C Bayrampaşa/İstanbul;19.02.2021 00:00;2008-04-16 00:00:00.000
4660;5220;KEPEZ;AKDENİZ             ;7;ANTALYA                                           ;A;716;KEPEZ;Emek Mh. Yeşilırmak Cd. No:11/A Kepez / Antalya;NULL;2010-09-29 00:00:00.000
4690;2505;KAMAN;BAŞKENT-1           ;40;KIRŞEHİR                                          ;A;4002;KAMAN;Çiftlilki Mah.Prenses Mikasa Cad. No:23/B Kaman/Kırşehir;NULL;2015-11-11 00:00:00.000
4700;9160;ANTALYA;AKDENİZ             ;7;ANTALYA                                           ;A;719;MURATPAŞA;Ali Çetinkaya Cad.No:7 / B Yüksekalan Mah. Antalya;NULL;1998-07-06 00:00:00.000
4710;9790;BAHÇELİEVLER/ANKARA;BAŞKENT-1           ;6;ANKARA                                            ;A;602;ÇANKAYA;Yukarı Bahçelievler Mh. Aşkabat Cad. No:17/1 Çankaya / Ankara;NULL;2002-01-03 00:00:00.000
4720;2460;ÇAĞLAYAN;AVRUPA-1            ;34;İSTANBUL                                          ;A;3424;KAĞITHANE;Hürriyet Mahallesi, Vatan Caddesi, No:6A Kağıthane/İSTANBUL;NULL;2002-11-04 00:00:00.000
4730;3190;ŞAHİNBEY;ÇUKUROVA            ;27;GAZİANTEP                                         ;A;2707;ŞAHİNBEY;Karagöz Mahallesi Suburcu Caddesi No:2A Şahinbey/Gaziantep;NULL;2005-04-25 00:00:00.000
4740;2675;ESKİL;BAŞKENT-2           ;68;AKSARAY                                           ;A;6805;ESKİL;Merkez Mah. Şehit Ömer Halis Demir Bulvarı No:18A Eskil/Aksaray;NULL;2016-04-11 00:00:00.000
4750;9690;EDİRNE;TRAKYA              ;22;EDİRNE                                            ;A;2200;EDİRNE;Sabuni Mahallesi Çilingirler Caddesi No:4/1 Merkez/Edirne;NULL;2002-01-02 00:00:00.000
4760;2125;ÇAYCUMA;BAŞKENT-1           ;67;ZONGULDAK                                         ;A;6702;ÇAYCUMA;Yeni Mahalle Atatürk Bulvarı No:52/A Çaycuma/Zonguldak;NULL;2014-03-10 00:00:00.000
4770;4100;BARKAL;ÇUKUROVA            ;1;ADANA                                             ;A;116;SEYHAN;YEŞİLOBA MAH. TURAN CEMAL BERİKER BULVARI ADANA İŞ MERKEZİ A BLOK NO:21 SEYHAN/A;NULL;2010-09-02 00:00:00.000
4780;1040;TURHAL;KARADENİZ           ;60;TOKAT                                             ;A;6006;TURHAL;Celal Mahallesi Şehit Emrah Çeçen Caddesi No:21/A Turhal/Tokat;NULL;2008-06-11 00:00:00.000
4790;2230;PENDİK;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3420;PENDİK;Batı Mah. Gezi Boyu Cad. No:84 Pendik/İstanbul;NULL;2002-02-01 00:00:00.000
4800;3960;ÇERKEZKÖY;TRAKYA              ;59;TEKİRDAĞ                                          ;A;5901;ÇERKEZKÖY;Atatürk Cad. No:74/21 Ali İnan Apt. Çerkezköy / Tekirdağ;NULL;2007-04-25 00:00:00.000
4810;3075;SALİHLİ ÇİFTÇİEVİ;EGE                 ;45;MANİSA                                            ;A;4500;MANİSA;Mithatpaşa Mah. 5. Sokak No:1 A Salihli/Manisa;NULL;2017-10-11 00:00:00.000
4820;2155;SANDIKLI;BAŞKENT-2           ;3;AFYON                                             ;A;307;SANDIKLI;Çay Mah. Dereboyu Cad. No:27 Sandıklı/Afyon;NULL;2014-01-23 00:00:00.000
4830;4830;MAVİKONAK;AKDENİZ             ;7;ANTALYA                                           ;P;709;KUMLUCA;Mavikent Mahallesi Atatürk Caddesi No:239/3 Kumluca/Antalya;15.01.2019 00:00;2008-05-30 00:00:00.000
4840;1840;LAPSEKİ;TRAKYA              ;17;ÇANAKKALE                                         ;A;1710;LAPSEKİ;Atatürk Cad. No:65 Lapseki / Çanakkale;NULL;2009-11-16 00:00:00.000
4850;2715;KAYSERİ PINARBAŞI;BAŞKENT-1           ;38;KAYSERİ                                           ;A;3805;PINARBAŞI;Yenicami Mah. Çarşı içi Cad. No:24 Pınarbaşı/Kayseri;NULL;2016-05-06 00:00:00.000
4860;4040;KAYSERİ TİCARİ MERKEZ;BAŞKENT-1           ;38;KAYSERİ                                           ;A;3813;MELİKGAZİ;Kayseri OSB. 7288 ada 6 parsel 11. Cad. No:9/B Kat:1   Melikgazi/Kayseri;NULL;2007-06-22 00:00:00.000
4870;9890;BURSA BÜYÜK İŞLETMELER;MARMARA             ;16;BURSA                                             ;A;1613;NİLÜFER;Üçevler Mahallesi Nilüfer(220) Caddesi Küçük Sanayi Sitesi No:4/3 Nilüfer/Bursa;NULL;2002-01-02 00:00:00.000
4880;1735;DEVELİ;BAŞKENT-1           ;38;KAYSERİ                                           ;A;3802;DEVELİ;Harman Mah. Aşık Seyrani Cad. No:6/A Develi/Kayseri;NULL;2013-06-19 00:00:00.000
4890;5620;OSMANCIK;KARADENİZ           ;19;ÇORUM                                             ;A;1907;OSMANCIK;Yazı Mahallesi Org. Ahmet Çörekçi Caddesi No:4 Osmancık/Çorum;NULL;2011-01-21 00:00:00.000
4900;1650;IĞDIR;GÜNEYDOĞU ANADOLU   ;76;IĞDIR                                             ;A;7600;IĞDIR;Cumhuriyet Mahallesi Zübeyde Hanım Bulvarı No:14/B Merkez/Iğdır;NULL;2009-10-07 00:00:00.000
5010;1890;İZMİT ÇARŞI;MARMARA             ;41;KOCAELİ                                           ;A;4112;İZMİT;Kemalpaşa Mah. Hürriyet Cad. No:33 İzmit / Kocaeli;NULL;2009-12-17 00:00:00.000
5020;5760;ÇUMRA;BAŞKENT-2           ;42;KONYA                                             ;A;4205;ÇUMRA;İzzetbey Mahallesi Alparslan Türkeş Caddesi No:50/A Çumra/Konya;NULL;2011-04-14 00:00:00.000
5030;5030;GAZİANTEP ORGANİZE SANAYİ;ÇUKUROVA            ;27;GAZİANTEP                                         ;P;2708;ŞEHİTKAMİL;3.Organize Sanayi Bölgesi Celal Doğan Bulvarı Sosyal Tesisler Ünitesi A1 Blok N4;27.10.2016 00:00;2009-12-17 00:00:00.000
5040;1445;KARADENİZ TİCARİ MERKEZ;KARADENİZ           ;55;SAMSUN                                            ;A;5515;ATAKUM;Mimarsinan Mahallesi Atatürk Bulvarı No:233/3 Atakum/Samsun;NULL;2013-05-13 00:00:00.000
5050;3165;ALPU;BAŞKENT-2           ;26;ESKİŞEHİR                                         ;A;2607;ALPU;Fevzi Paşa Mah. Zübeyde Hanım Cad. No: 2 A Alpu/Eskişehir;NULL;2017-12-27 00:00:00.000
5060;3540;KIRIKKALE;BAŞKENT-1           ;71;KIRIKKALE                                         ;A;7100;KIRIKKALE;Yenidoğan Mh.Barbaros Hayrettin Cd.No:36 KIRIKKALE;NULL;2005-12-15 00:00:00.000
5070;3645;KAHRAMANMARAŞ BÜYÜK İŞLETMELER;ÇUKUROVA            ;46;KAHRAMANMARAŞ                                     ;A;4600;KAHRAMANMARAŞ;Egemenlik Mahallesi Azerbaycan Bulvarı No:53/D Dulkadiroğlu/Kahramanmaraş;NULL;2020-12-21 00:00:00.000
5080;9580;KARTAL ÇARŞI;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3411;KARTAL;Kordonboyu Mah.Ankara Cad. No.78 Kartal/İSTANBUL;NULL;2002-01-03 00:00:00.000
5090;5090;MERİÇ;TRAKYA              ;22;EDİRNE                                            ;P;2206;MERİÇ;Büyükdoğanca Mah. Artezyen Cad. No:7   Meriç / Edirne;07.08.2023 00:00;2010-07-05 00:00:00.000
5100;1855;BİGADİÇ;TRAKYA              ;10;BALIKESİR                                         ;A;1000;BALIKESİR;Cami Mahallesi Muammer Aksoy Caddesi No:5/Z02 Bigadiç/Balıkesir;NULL;2013-06-19 00:00:00.000
5110;5140;SİDE TİCARİ MERKEZ;AKDENİZ             ;7;ANTALYA                                           ;A;710;MANAVGAT;Side Mahallesi Atatürk Bulvarı No:29 Manavgat /Antalya;NULL;2010-09-20 00:00:00.000
5120;9620;BALIKESİR;TRAKYA              ;10;BALIKESİR                                         ;A;1000;MERKEZ;Atalar Cad. No:25;NULL;2002-01-02 00:00:00.000
5130;3050;SULTANBEYLİ;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3431;SULTANBEYLİ;Abdurrahmangazi Mahallesi Bosna Bulvarı No:9/B Sultanbeyli/İstanbul;NULL;2004-09-30 00:00:00.000
5140;3025;PASİNLER;KARADENİZ           ;25;ERZURUM                                           ;A;2510;PASİNLER;Reşadiye Mah. Cumhuriyet Cad. No: 6/A Pasinler/Erzurum;NULL;2017-06-09 00:00:00.000
5150;3715;ESKİŞEHİR BÜYÜK İŞLETMELER;BAŞKENT-2           ;26;ESKİŞEHİR                                         ;A;2613;ODUNPAZARI;75.Yıl (Sultandere) Mah. Emko Küme Evleri No: 1 A1- İç Kapı No: 1- Odunpazarı;NULL;2022-01-24 00:00:00.000
